event_id,datetime,prize_id,prize
473,2022-01-01 00:01:33,23,配給×100
473,2022-01-01 00:01:33,20,弾薬×100
473,2022-01-01 00:01:33,49,上級訓練資料×25
473,2022-01-01 00:01:33,631,較正チケット×10
473,2022-01-01 00:01:33,20,弾薬×100
473,2022-01-01 00:01:33,527,prize-10000527
473,2022-01-01 00:01:33,631,較正チケット×10
473,2022-01-01 00:01:33,527,prize-10000527
473,2022-01-01 00:01:33,527,prize-10000527
473,2022-01-01 00:01:33,20,弾薬×100
473,2022-01-01 00:01:46,631,較正チケット×10
473,2022-01-01 00:01:46,631,較正チケット×10
473,2022-01-01 00:01:46,17,人力×100
473,2022-01-01 00:01:46,46,中級訓練資料×25
473,2022-01-01 00:01:46,631,較正チケット×10
473,2022-01-01 00:01:46,527,prize-10000527
473,2022-01-01 00:01:46,26,部品×100
473,2022-01-01 00:01:46,631,較正チケット×10
473,2022-01-01 00:01:46,527,prize-10000527
473,2022-01-01 00:01:46,17,人力×100
473,2022-01-04 00:03:41,631,較正チケット×10
473,2022-01-04 00:03:41,631,較正チケット×10
473,2022-01-04 00:03:41,527,prize-10000527
473,2022-01-04 00:03:41,43,初級訓練資料×25
473,2022-01-04 00:03:41,23,配給×100
473,2022-01-04 00:03:41,23,配給×100
473,2022-01-04 00:03:41,527,prize-10000527
473,2022-01-04 00:03:41,527,prize-10000527
473,2022-01-04 00:03:41,17,人力×100
473,2022-01-04 00:03:41,43,初級訓練資料×25
473,2022-01-04 00:03:43,26,部品×100
473,2022-01-04 00:03:43,43,初級訓練資料×25
473,2022-01-04 00:03:43,23,配給×100
473,2022-01-04 00:03:43,23,配給×100
473,2022-01-04 00:03:43,46,中級訓練資料×25
473,2022-01-04 00:03:43,527,prize-10000527
473,2022-01-04 00:03:43,43,初級訓練資料×25
473,2022-01-04 00:03:43,527,prize-10000527
473,2022-01-04 00:03:43,527,prize-10000527
473,2022-01-04 00:03:43,631,較正チケット×10
473,2022-01-04 00:03:45,527,prize-10000527
473,2022-01-04 00:03:45,17,人力×100
473,2022-01-04 00:03:45,43,初級訓練資料×25
473,2022-01-04 00:03:45,43,初級訓練資料×25
473,2022-01-04 00:03:45,631,較正チケット×10
473,2022-01-04 00:03:45,26,部品×100
473,2022-01-04 00:03:45,49,上級訓練資料×25
473,2022-01-04 00:03:45,23,配給×100
473,2022-01-04 00:03:45,631,較正チケット×10
473,2022-01-04 00:03:45,17,人力×100
473,2022-01-04 00:03:46,631,較正チケット×10
473,2022-01-04 00:03:46,631,較正チケット×10
473,2022-01-04 00:03:46,631,較正チケット×10
473,2022-01-04 00:03:46,46,中級訓練資料×25
473,2022-01-04 00:03:46,631,較正チケット×10
473,2022-01-04 00:03:46,527,prize-10000527
473,2022-01-04 00:03:46,527,prize-10000527
473,2022-01-04 00:03:46,631,較正チケット×10
473,2022-01-04 00:03:46,49,上級訓練資料×25
473,2022-01-04 00:03:46,46,中級訓練資料×25
473,2022-01-04 00:03:48,527,prize-10000527
473,2022-01-04 00:03:48,17,人力×100
473,2022-01-04 00:03:48,1303,prize-10001303
473,2022-01-04 00:03:48,631,較正チケット×10
473,2022-01-04 00:03:48,17,人力×100
473,2022-01-04 00:03:48,631,較正チケット×10
473,2022-01-04 00:03:48,631,較正チケット×10
473,2022-01-04 00:03:48,49,上級訓練資料×25
473,2022-01-04 00:03:48,631,較正チケット×10
