event_id,datetime,prize_id,prize
466,2023-01-30 19:15:52,822,人形製造契約×1
466,2023-01-30 19:15:52,840,バッテリー×30
466,2023-01-30 19:15:52,833,上級訓練資料×20
466,2023-01-30 19:15:52,816,増幅カプセル×2
466,2023-01-30 19:15:52,822,人形製造契約×1
466,2023-01-30 19:15:52,807,配給×100
466,2023-01-30 19:15:52,834,上級訓練資料×30
466,2023-01-30 19:15:52,810,部品×100
466,2023-01-30 19:15:52,802,人力×200
466,2023-01-30 19:15:52,807,配給×100
466,2023-01-30 19:15:53,812,部品×300
466,2023-01-30 19:15:53,919,原始サンプル
466,2023-01-30 19:15:53,834,上級訓練資料×30
466,2023-01-30 19:15:53,830,中級訓練資料×20
466,2023-01-30 19:15:53,823,装備製造契約×1
466,2023-01-30 19:15:53,836,較正チケット×10
466,2023-01-30 19:15:53,802,人力×200
466,2023-01-30 19:15:53,808,配給×200
466,2023-01-30 19:15:53,830,中級訓練資料×20
466,2023-01-30 19:15:53,806,弾薬×300
466,2023-01-30 19:15:54,920,純正サンプル
466,2023-01-30 19:15:54,808,配給×200
466,2023-01-30 19:15:54,817,増幅カプセル×3
466,2023-01-30 19:15:54,839,バッテリー×20
466,2023-01-30 19:15:54,816,増幅カプセル×2
466,2023-01-30 19:15:54,807,配給×100
466,2023-01-30 19:15:54,920,純正サンプル
466,2023-01-30 19:15:54,804,弾薬×100
466,2023-01-30 19:15:54,804,弾薬×100
466,2023-01-30 19:15:54,818,増幅カプセル×4
466,2023-01-30 19:15:55,801,人力×100
466,2023-01-30 19:15:55,841,バッテリー×40
466,2023-01-30 19:15:55,804,弾薬×100
466,2023-01-30 19:15:55,811,部品×200
466,2023-01-30 19:15:55,825,快速修復契約×1
466,2023-01-30 19:15:55,818,増幅カプセル×4
466,2023-01-30 19:15:55,1286,prize-10001286
466,2023-01-30 19:15:55,919,原始サンプル
466,2023-01-30 19:15:55,804,弾薬×100
466,2023-01-30 19:15:55,836,較正チケット×10
466,2023-01-30 19:15:56,805,弾薬×200
466,2023-01-30 19:15:56,828,初級訓練資料×30
466,2023-01-30 19:15:56,822,人形製造契約×1
466,2023-01-30 19:15:56,815,コイン×4
466,2023-01-30 19:15:56,840,バッテリー×30
466,2023-01-30 19:15:56,803,人力×300
466,2023-01-30 19:15:56,804,弾薬×100
466,2023-01-30 19:15:56,816,増幅カプセル×2
466,2023-01-30 19:15:56,805,弾薬×200
466,2023-01-30 19:15:56,805,弾薬×200
466,2023-01-30 19:15:57,818,増幅カプセル×4
466,2023-01-30 19:15:57,826,快速訓練契約×1
466,2023-01-30 19:15:57,811,部品×200
466,2023-01-30 19:15:57,919,原始サンプル
466,2023-01-30 19:15:57,807,配給×100
466,2023-01-30 19:15:57,805,弾薬×200
466,2023-01-30 19:15:57,828,初級訓練資料×30
466,2023-01-30 19:15:57,825,快速修復契約×1
466,2023-01-30 19:15:57,827,初級訓練資料×20
466,2023-01-30 19:15:57,825,快速修復契約×1
466,2023-01-31 00:47:51,812,部品×300
466,2023-01-31 00:47:51,921,快速解析契約
466,2023-01-31 00:47:51,816,増幅カプセル×2
466,2023-01-31 00:47:51,810,部品×100
466,2023-01-31 00:47:51,804,弾薬×100
466,2023-01-31 00:47:51,40155,prize-10040155
466,2023-01-31 00:47:51,810,部品×100
466,2023-01-31 00:47:51,40154,prize-10040154
466,2023-01-31 00:47:51,822,人形製造契約×1
466,2023-01-31 00:47:51,825,快速修復契約×1
466,2023-01-31 00:47:52,825,快速修復契約×1
466,2023-01-31 00:47:52,828,初級訓練資料×30
466,2023-01-31 00:47:52,816,増幅カプセル×2
